Entity,Date,Cases,Deaths,Daily tests,iso_alpha,month
New Zealand,2020-05-07,1139.0,21.0,7814.0,NZL,5
Portugal,2020-05-07,26182.0,1089.0,15990.0,PRT,5
Czech Republic,2020-05-07,7974.0,262.0,7599.0,CZE,5
Madagascar,2020-05-07,158.0,0.0,0.0,MDG,5
Ecuador,2020-05-07,29420.0,1618.0,1503.0,ECU,5
Romania,2020-05-07,14107.0,858.0,9474.0,ROU,5
Togo,2020-05-07,128.0,9.0,432.0,TGO,5
Chile,2020-05-07,23048.0,281.0,12118.0,CHL,5
France,2020-05-07,137150.0,25809.0,0.0,FRA,5
El Salvador,2020-05-07,695.0,15.0,1895.0,SLV,5
Mozambique,2020-05-07,81.0,0.0,147.0,MOZ,5
Belgium,2020-05-07,52958.0,8379.0,22031.0,BEL,5
Poland,2020-05-07,14740.0,733.0,14382.0,POL,5
Vietnam,2020-05-07,271.0,0.0,0.0,VNM,5
Japan,2020-05-07,15463.0,551.0,0.0,JPN,5
Philippines,2020-05-07,10004.0,658.0,5401.0,PHL,5
India,2020-05-07,52952.0,1783.0,80632.0,IND,5
Jamaica,2020-05-07,478.0,9.0,0.0,JAM,5
Panama,2020-05-07,7731.0,218.0,1044.0,PAN,5
Bolivia,2020-05-07,1886.0,91.0,943.0,BOL,5
Colombia,2020-05-07,8959.0,397.0,4242.0,COL,5
Sweden,2020-05-07,24575.0,3342.0,0.0,SWE,5
Israel,2020-05-07,16310.0,239.0,10119.0,ISR,5
Malawi,2020-05-07,43.0,3.0,79.0,MWI,5
Myanmar,2020-05-07,162.0,6.0,224.0,MMR,5
Bangladesh,2020-05-07,11719.0,186.0,5867.0,BGD,5
Costa Rica,2020-05-07,761.0,6.0,274.0,CRI,5
Nigeria,2020-05-07,3145.0,103.0,1284.0,NGA,5
Tunisia,2020-05-07,1025.0,43.0,1877.0,TUN,5
Namibia,2020-05-07,16.0,0.0,102.0,NAM,5
Ireland,2020-05-07,22248.0,1375.0,5703.0,IRL,5
Nepal,2020-05-07,99.0,0.0,415.0,NPL,5
Oman,2020-05-07,2903.0,13.0,0.0,OMN,5
Hungary,2020-05-07,3150.0,383.0,5301.0,HUN,5
Australia,2020-05-07,6875.0,97.0,33893.0,AUS,5
South Africa,2020-05-07,7808.0,153.0,12774.0,ZAF,5
Uganda,2020-05-07,98.0,0.0,0.0,UGA,5
Canada,2020-05-07,63496.0,4232.0,31660.0,CAN,5
New Zealand,2020-05-08,1141.0,21.0,8435.0,NZL,5
Sweden,2020-05-08,25359.0,3422.0,0.0,SWE,5
Australia,2020-05-08,6896.0,97.0,34701.0,AUS,5
El Salvador,2020-05-08,695.0,15.0,1773.0,SLV,5
Romania,2020-05-08,14499.0,876.0,10667.0,ROU,5
Indonesia,2020-05-08,12776.0,930.0,6644.0,IDN,5
Rwanda,2020-05-08,271.0,0.0,1353.0,RWA,5
Malaysia,2020-05-08,6467.0,107.0,8609.0,MYS,5
Zimbabwe,2020-05-08,34.0,4.0,600.0,ZWE,5
Dominican Republic,2020-05-08,9095.0,373.0,2048.0,DOM,5
Austria,2020-05-08,15673.0,609.0,6175.0,AUT,5
Malawi,2020-05-08,43.0,3.0,79.0,MWI,5
Nigeria,2020-05-08,3526.0,107.0,1343.0,NGA,5
Switzerland,2020-05-08,30043.0,1517.0,4353.0,CHE,5
Bolivia,2020-05-08,2081.0,102.0,552.0,BOL,5
Ecuador,2020-05-08,30298.0,1654.0,-3743.0,ECU,5
Slovenia,2020-05-08,1450.0,99.0,1176.0,SVN,5
India,2020-05-08,56342.0,1886.0,80375.0,IND,5
Cuba,2020-05-08,1729.0,73.0,1949.0,CUB,5
Philippines,2020-05-08,10343.0,685.0,5532.0,PHL,5
Tunisia,2020-05-08,1026.0,44.0,3521.0,TUN,5
Guatemala,2020-05-08,832.0,23.0,410.0,GTM,5
Morocco,2020-05-08,5548.0,183.0,3379.0,MAR,5
Ireland,2020-05-08,22385.0,1403.0,4973.0,IRL,5
Namibia,2020-05-08,16.0,0.0,0.0,NAM,5
Serbia,2020-05-08,9848.0,206.0,5810.0,SRB,5
Colombia,2020-05-08,9456.0,407.0,4387.0,COL,5
Costa Rica,2020-05-08,765.0,6.0,452.0,CRI,5
Canada,2020-05-08,64922.0,4408.0,29611.0,CAN,5
Paraguay,2020-05-08,462.0,10.0,750.0,PRY,5
Turkey,2020-05-08,133721.0,3641.0,33687.0,TUR,5
Chile,2020-05-08,24581.0,285.0,11735.0,CHL,5
Uganda,2020-05-08,101.0,0.0,0.0,UGA,5
Israel,2020-05-08,16381.0,240.0,8157.0,ISR,5
Uruguay,2020-05-08,684.0,17.0,1042.0,URY,5
Myanmar,2020-05-08,176.0,6.0,566.0,MMR,5
Poland,2020-05-08,15047.0,755.0,16206.0,POL,5
Denmark,2020-05-08,10083.0,506.0,8373.0,DNK,5
Thailand,2020-05-08,2992.0,55.0,7916.0,THA,5
Vietnam,2020-05-08,288.0,0.0,0.0,VNM,5
Mozambique,2020-05-08,81.0,0.0,168.0,MOZ,5
Pakistan,2020-05-08,25837.0,594.0,12469.0,PAK,5
Finland,2020-05-08,5673.0,255.0,3322.0,FIN,5
Bulgaria,2020-05-08,1829.0,84.0,1397.0,BGR,5
Jamaica,2020-05-08,488.0,9.0,0.0,JAM,5
Nepal,2020-05-08,101.0,0.0,981.0,NPL,5
Togo,2020-05-08,135.0,9.0,390.0,TGO,5
Portugal,2020-05-08,26715.0,1105.0,15377.0,PRT,5
Greece,2020-05-08,2678.0,148.0,4248.0,GRC,5
Mexico,2020-05-08,43187.0,2961.0,6166.0,MEX,5
Czech Republic,2020-05-08,8031.0,270.0,4510.0,CZE,5
Peru,2020-05-08,58526.0,1627.0,891.0,PER,5
Croatia,2020-05-08,2125.0,86.0,1440.0,HRV,5
Iraq,2020-05-08,2543.0,102.0,2337.0,IRQ,5
Kenya,2020-05-08,607.0,29.0,0.0,KEN,5
Algeria,2020-05-08,5182.0,483.0,0.0,DZA,5
Ethiopia,2020-05-08,191.0,4.0,1861.0,ETH,5
Italy,2020-05-08,215858.0,29958.0,63775.0,ITA,5
Bahrain,2020-05-08,4199.0,8.0,5780.0,BHR,5
Mauritania,2020-05-08,8.0,1.0,0.0,MRT,5
Trinidad and Tobago,2020-05-08,116.0,8.0,74.0,TTO,5
Libya,2020-05-08,64.0,3.0,144.0,LBY,5
United Kingdom,2020-05-08,199404.0,30321.0,74836.0,GBR,5
Norway,2020-05-08,7995.0,209.0,3800.0,NOR,5
Iceland,2020-05-08,1801.0,10.0,515.0,ISL,5
Zambia,2020-05-08,153.0,4.0,683.0,ZMB,5
Jordan,2020-05-08,494.0,9.0,0.0,JOR,5
Panama,2020-05-08,7868.0,225.0,1197.0,PAN,5
Hungary,2020-05-08,3178.0,392.0,5022.0,HUN,5
United States,2020-05-08,1256972.0,75670.0,397396.0,USA,5
Senegal,2020-05-08,1492.0,13.0,872.0,SEN,5
South Africa,2020-05-08,8232.0,161.0,15599.0,ZAF,5
Bangladesh,2020-05-08,12425.0,199.0,5941.0,BGD,5
Sri Lanka,2020-05-08,824.0,9.0,1821.0,LKA,5
Kuwait,2020-05-08,6567.0,44.0,0.0,KWT,5
Japan,2020-05-08,15547.0,557.0,0.0,JPN,5
Saudi Arabia,2020-05-08,33731.0,219.0,14778.0,SAU,5
Oman,2020-05-08,2958.0,14.0,0.0,OMN,5
Ghana,2020-05-08,3091.0,18.0,5253.0,GHA,5
Iran,2020-05-08,103135.0,6486.0,14107.0,IRN,5
Madagascar,2020-05-08,169.0,0.0,0.0,MDG,5
France,2020-05-08,137779.0,25987.0,0.0,FRA,5
Belgium,2020-05-08,53400.0,8450.0,25882.0,BEL,5
Indonesia,2020-05-09,13112.0,943.0,5338.0,IDN,5
Sri Lanka,2020-05-09,835.0,9.0,1424.0,LKA,5
New Zealand,2020-05-09,1142.0,21.0,3435.0,NZL,5
Italy,2020-05-09,217185.0,30201.0,69171.0,ITA,5
Ethiopia,2020-05-09,194.0,4.0,2383.0,ETH,5
Senegal,2020-05-09,1551.0,14.0,848.0,SEN,5
Libya,2020-05-09,64.0,3.0,121.0,LBY,5
Pakistan,2020-05-09,27474.0,618.0,12778.0,PAK,5
Jordan,2020-05-09,508.0,9.0,0.0,JOR,5
Malaysia,2020-05-09,6535.0,107.0,0.0,MYS,5
Guatemala,2020-05-09,900.0,24.0,660.0,GTM,5
Dominican Republic,2020-05-09,9376.0,380.0,2024.0,DOM,5
Poland,2020-05-09,15366.0,776.0,15886.0,POL,5
Austria,2020-05-09,15735.0,614.0,7621.0,AUT,5
Kuwait,2020-05-09,7208.0,47.0,0.0,KWT,5
Algeria,2020-05-09,5369.0,488.0,0.0,DZA,5
Paraguay,2020-05-09,563.0,10.0,800.0,PRY,5
Kenya,2020-05-09,621.0,29.0,1611.0,KEN,5
Peru,2020-05-09,61847.0,1714.0,4113.0,PER,5
Trinidad and Tobago,2020-05-09,116.0,8.0,35.0,TTO,5
Jamaica,2020-05-09,490.0,9.0,0.0,JAM,5
Nepal,2020-05-09,101.0,0.0,817.0,NPL,5
Finland,2020-05-09,5738.0,260.0,2810.0,FIN,5
Togo,2020-05-09,145.0,10.0,437.0,TGO,5
Mauritania,2020-05-09,8.0,1.0,0.0,MRT,5
Portugal,2020-05-09,27268.0,1114.0,13475.0,PRT,5
Iran,2020-05-09,104691.0,6541.0,0.0,IRN,5
Iceland,2020-05-09,1801.0,10.0,935.0,ISL,5
Greece,2020-05-09,2691.0,150.0,3093.0,GRC,5
Croatia,2020-05-09,2161.0,86.0,840.0,HRV,5
Norway,2020-05-09,8034.0,213.0,1299.0,NOR,5
Cuba,2020-05-09,1741.0,74.0,1826.0,CUB,5
Zimbabwe,2020-05-09,35.0,4.0,852.0,ZWE,5
Bulgaria,2020-05-09,1911.0,88.0,1777.0,BGR,5
United Kingdom,2020-05-09,203171.0,30900.0,74586.0,GBR,5
Mexico,2020-05-09,45580.0,3160.0,3478.0,MEX,5
Denmark,2020-05-09,10218.0,512.0,8246.0,DNK,5
Saudi Arabia,2020-05-09,35432.0,229.0,16144.0,SAU,5
Iraq,2020-05-09,2603.0,104.0,1979.0,IRQ,5
Zambia,2020-05-09,167.0,4.0,496.0,ZMB,5
United States,2020-05-09,1283929.0,77180.0,332511.0,USA,5
Thailand,2020-05-09,3000.0,55.0,6194.0,THA,5
Rwanda,2020-05-09,273.0,0.0,1198.0,RWA,5
Uganda,2020-05-09,101.0,0.0,0.0,UGA,5
Costa Rica,2020-05-09,773.0,6.0,449.0,CRI,5
Czech Republic,2020-05-09,8077.0,273.0,3788.0,CZE,5
Malawi,2020-05-09,43.0,3.0,56.0,MWI,5
India,2020-05-09,59662.0,1981.0,85425.0,IND,5
Bolivia,2020-05-09,2266.0,106.0,0.0,BOL,5
Colombia,2020-05-09,10051.0,428.0,5173.0,COL,5
Vietnam,2020-05-09,288.0,0.0,0.0,VNM,5
Bahrain,2020-05-09,4444.0,8.0,6195.0,BHR,5
Canada,2020-05-09,66434.0,4569.0,36550.0,CAN,5
Turkey,2020-05-09,135569.0,3689.0,35605.0,TUR,5
Nigeria,2020-05-09,3912.0,117.0,0.0,NGA,5
Tunisia,2020-05-09,1030.0,45.0,448.0,TUN,5
Sweden,2020-05-09,26059.0,3482.0,0.0,SWE,5
Mozambique,2020-05-09,82.0,0.0,393.0,MOZ,5
Slovenia,2020-05-09,1454.0,100.0,625.0,SVN,5
Belgium,2020-05-09,53883.0,8524.0,21012.0,BEL,5
Panama,2020-05-09,8070.0,231.0,1265.0,PAN,5
Chile,2020-05-09,25972.0,294.0,11943.0,CHL,5
Romania,2020-05-09,14811.0,898.0,10776.0,ROU,5
France,2020-05-09,138421.0,26230.0,0.0,FRA,5
Oman,2020-05-09,3112.0,15.0,0.0,OMN,5
El Salvador,2020-05-09,784.0,16.0,2011.0,SLV,5
Hungary,2020-05-09,3213.0,405.0,4200.0,HUN,5
Japan,2020-05-09,15628.0,601.0,0.0,JPN,5
Morocco,2020-05-09,5711.0,186.0,3188.0,MAR,5
Serbia,2020-05-09,9943.0,209.0,5728.0,SRB,5
Ireland,2020-05-09,22541.0,1429.0,7657.0,IRL,5
Ecuador,2020-05-09,28818.0,1704.0,871.0,ECU,5
Madagascar,2020-05-09,169.0,0.0,0.0,MDG,5
Israel,2020-05-09,16436.0,245.0,3868.0,ISR,5
Australia,2020-05-09,6914.0,97.0,38206.0,AUS,5
Bangladesh,2020-05-09,13134.0,206.0,5465.0,BGD,5
Namibia,2020-05-09,16.0,0.0,0.0,NAM,5
Uruguay,2020-05-09,694.0,18.0,1140.0,URY,5
Switzerland,2020-05-09,30124.0,1525.0,3134.0,CHE,5
South Africa,2020-05-09,8895.0,178.0,16327.0,ZAF,5
Myanmar,2020-05-09,177.0,6.0,390.0,MMR,5
Ghana,2020-05-09,4012.0,18.0,0.0,GHA,5
Philippines,2020-05-09,10463.0,696.0,7130.0,PHL,5
Uganda,2020-05-10,116.0,0.0,0.0,UGA,5
Iceland,2020-05-10,1801.0,10.0,18.0,ISL,5
Norway,2020-05-10,8069.0,213.0,1001.0,NOR,5
Nepal,2020-05-10,109.0,0.0,589.0,NPL,5
Philippines,2020-05-10,10610.0,704.0,8757.0,PHL,5
South Africa,2020-05-10,9420.0,186.0,17257.0,ZAF,5
United Kingdom,2020-05-10,206234.0,31175.0,73541.0,GBR,5
Ethiopia,2020-05-10,210.0,5.0,2171.0,ETH,5
Vietnam,2020-05-10,288.0,0.0,0.0,VNM,5
Togo,2020-05-10,153.0,10.0,283.0,TGO,5
Portugal,2020-05-10,27406.0,1126.0,7507.0,PRT,5
Israel,2020-05-10,16454.0,247.0,4944.0,ISR,5
Myanmar,2020-05-10,178.0,6.0,260.0,MMR,5
Hungary,2020-05-10,3263.0,413.0,4999.0,HUN,5
Tunisia,2020-05-10,1032.0,45.0,614.0,TUN,5
Costa Rica,2020-05-10,780.0,6.0,592.0,CRI,5
Greece,2020-05-10,2710.0,151.0,1493.0,GRC,5
Oman,2020-05-10,3224.0,17.0,0.0,OMN,5
France,2020-05-10,138854.0,26310.0,0.0,FRA,5
Jordan,2020-05-10,522.0,9.0,0.0,JOR,5
Panama,2020-05-10,8282.0,237.0,827.0,PAN,5
Guatemala,2020-05-10,967.0,24.0,252.0,GTM,5
Kenya,2020-05-10,649.0,30.0,1056.0,KEN,5
Ireland,2020-05-10,22760.0,1446.0,6507.0,IRL,5
Pakistan,2020-05-10,29465.0,639.0,13492.0,PAK,5
Namibia,2020-05-10,16.0,0.0,32.0,NAM,5
Morocco,2020-05-10,5910.0,186.0,2865.0,MAR,5
Serbia,2020-05-10,10032.0,213.0,6059.0,SRB,5
Jamaica,2020-05-10,498.0,9.0,0.0,JAM,5
Libya,2020-05-10,64.0,3.0,77.0,LBY,5
Trinidad and Tobago,2020-05-10,116.0,8.0,35.0,TTO,5
Algeria,2020-05-10,5558.0,494.0,0.0,DZA,5
Croatia,2020-05-10,2176.0,87.0,668.0,HRV,5
Saudi Arabia,2020-05-10,37136.0,239.0,17725.0,SAU,5
Canada,2020-05-10,67702.0,4693.0,26065.0,CAN,5
Belgium,2020-05-10,54123.0,8595.0,12301.0,BEL,5
Bahrain,2020-05-10,4774.0,8.0,5676.0,BHR,5
Peru,2020-05-10,65015.0,1814.0,3770.0,PER,5
Italy,2020-05-10,218268.0,30395.0,51678.0,ITA,5
Iraq,2020-05-10,2679.0,107.0,2233.0,IRQ,5
Uruguay,2020-05-10,702.0,18.0,623.0,URY,5
Turkey,2020-05-10,137115.0,3739.0,36187.0,TUR,5
Zambia,2020-05-10,252.0,7.0,250.0,ZMB,5
New Zealand,2020-05-10,1144.0,21.0,1745.0,NZL,5
Chile,2020-05-10,27219.0,304.0,12780.0,CHL,5
Colombia,2020-05-10,10495.0,445.0,6484.0,COL,5
Poland,2020-05-10,15651.0,785.0,15473.0,POL,5
Cuba,2020-05-10,1754.0,74.0,1847.0,CUB,5
Mauritania,2020-05-10,8.0,1.0,55.0,MRT,5
Dominican Republic,2020-05-10,9882.0,385.0,1672.0,DOM,5
Bulgaria,2020-05-10,1955.0,90.0,1126.0,BGR,5
Mozambique,2020-05-10,87.0,0.0,174.0,MOZ,5
Zimbabwe,2020-05-10,36.0,4.0,279.0,ZWE,5
Thailand,2020-05-10,3004.0,56.0,5576.0,THA,5
Switzerland,2020-05-10,30168.0,1531.0,1422.0,CHE,5
Japan,2020-05-10,15747.0,613.0,0.0,JPN,5
Bolivia,2020-05-10,2437.0,114.0,0.0,BOL,5
Nigeria,2020-05-10,4151.0,128.0,0.0,NGA,5
Austria,2020-05-10,15777.0,615.0,4818.0,AUT,5
Mexico,2020-05-10,47093.0,3353.0,2762.0,MEX,5
Malawi,2020-05-10,56.0,3.0,50.0,MWI,5
El Salvador,2020-05-10,889.0,17.0,1953.0,SLV,5
India,2020-05-10,62939.0,2109.0,85824.0,IND,5
Ghana,2020-05-10,4263.0,22.0,0.0,GHA,5
Romania,2020-05-10,15131.0,926.0,8693.0,ROU,5
Ecuador,2020-05-10,29071.0,1717.0,1814.0,ECU,5
United States,2020-05-10,1309541.0,78794.0,247843.0,USA,5
Denmark,2020-05-10,10319.0,516.0,6687.0,DNK,5
Madagascar,2020-05-10,169.0,0.0,0.0,MDG,5
Kuwait,2020-05-10,7623.0,49.0,0.0,KWT,5
Rwanda,2020-05-10,280.0,0.0,1040.0,RWA,5
Czech Republic,2020-05-10,8095.0,276.0,4052.0,CZE,5
Senegal,2020-05-10,1634.0,17.0,1356.0,SEN,5
Indonesia,2020-05-10,13645.0,959.0,4753.0,IDN,5
Sri Lanka,2020-05-10,847.0,9.0,1282.0,LKA,5
Iran,2020-05-10,106220.0,6589.0,0.0,IRN,5
Sweden,2020-05-10,26568.0,3550.0,0.0,SWE,5
Slovenia,2020-05-10,1457.0,101.0,537.0,SVN,5
Malaysia,2020-05-10,6589.0,108.0,0.0,MYS,5
Paraguay,2020-05-10,689.0,10.0,800.0,PRY,5
Finland,2020-05-10,5880.0,265.0,1819.0,FIN,5
Australia,2020-05-10,6929.0,97.0,32416.0,AUS,5
Bangladesh,2020-05-10,13770.0,214.0,5738.0,BGD,5
Kuwait,2020-05-11,8688.0,58.0,0.0,KWT,5
Tunisia,2020-05-11,1032.0,45.0,443.0,TUN,5
Libya,2020-05-11,64.0,3.0,83.0,LBY,5
New Zealand,2020-05-11,1147.0,21.0,5427.0,NZL,5
Indonesia,2020-05-11,14032.0,973.0,2906.0,IDN,5
Algeria,2020-05-11,5723.0,502.0,0.0,DZA,5
Switzerland,2020-05-11,30222.0,1537.0,5068.0,CHE,5
Malaysia,2020-05-11,6656.0,108.0,9111.0,MYS,5
Dominican Republic,2020-05-11,10347.0,388.0,1038.0,DOM,5
Costa Rica,2020-05-11,792.0,6.0,120.0,CRI,5
Jordan,2020-05-11,540.0,9.0,0.0,JOR,5
Austria,2020-05-11,15787.0,618.0,2976.0,AUT,5
Kenya,2020-05-11,672.0,32.0,841.0,KEN,5
Morocco,2020-05-11,6063.0,188.0,3056.0,MAR,5
Poland,2020-05-11,15996.0,800.0,13613.0,POL,5
Pakistan,2020-05-11,30941.0,667.0,11377.0,PAK,5
Finland,2020-05-11,5962.0,267.0,2208.0,FIN,5
South Africa,2020-05-11,10015.0,194.0,14731.0,ZAF,5
Colombia,2020-05-11,11063.0,463.0,7537.0,COL,5
Malawi,2020-05-11,56.0,3.0,26.0,MWI,5
Ethiopia,2020-05-11,239.0,5.0,1764.0,ETH,5
Myanmar,2020-05-11,180.0,6.0,340.0,MMR,5
Uruguay,2020-05-11,707.0,19.0,1236.0,URY,5
El Salvador,2020-05-11,958.0,17.0,1883.0,SLV,5
Israel,2020-05-11,16477.0,252.0,9216.0,ISR,5
Bangladesh,2020-05-11,14657.0,228.0,7208.0,BGD,5
Australia,2020-05-11,6941.0,97.0,27247.0,AUS,5
Vietnam,2020-05-11,288.0,0.0,0.0,VNM,5
Slovenia,2020-05-11,1460.0,102.0,1182.0,SVN,5
Sri Lanka,2020-05-11,863.0,9.0,1057.0,LKA,5
France,2020-05-11,139063.0,26380.0,0.0,FRA,5
Philippines,2020-05-11,10794.0,719.0,8514.0,PHL,5
Sweden,2020-05-11,26847.0,3623.0,0.0,SWE,5
India,2020-05-11,67152.0,2206.0,64651.0,IND,5
Chile,2020-05-11,28866.0,312.0,13373.0,CHL,5
Mozambique,2020-05-11,91.0,0.0,250.0,MOZ,5
Japan,2020-05-11,15798.0,621.0,0.0,JPN,5
Turkey,2020-05-11,138657.0,3786.0,32722.0,TUR,5
Ireland,2020-05-11,22996.0,1458.0,5374.0,IRL,5
Uganda,2020-05-11,121.0,0.0,0.0,UGA,5
Hungary,2020-05-11,3284.0,421.0,3908.0,HUN,5
Nigeria,2020-05-11,4399.0,143.0,0.0,NGA,5
Cuba,2020-05-11,1766.0,77.0,1975.0,CUB,5
Ghana,2020-05-11,4263.0,22.0,1683.0,GHA,5
Bolivia,2020-05-11,2556.0,118.0,882.0,BOL,5
Panama,2020-05-11,8448.0,244.0,980.0,PAN,5
Serbia,2020-05-11,10114.0,215.0,5012.0,SRB,5
Rwanda,2020-05-11,284.0,0.0,380.0,RWA,5
Namibia,2020-05-11,16.0,0.0,0.0,NAM,5
Ecuador,2020-05-11,29559.0,2127.0,-1377.0,ECU,5
Croatia,2020-05-11,2187.0,90.0,1185.0,HRV,5
Madagascar,2020-05-11,171.0,0.0,984.0,MDG,5
Oman,2020-05-11,3399.0,17.0,0.0,OMN,5
Trinidad and Tobago,2020-05-11,116.0,8.0,5.0,TTO,5
Portugal,2020-05-11,27581.0,1135.0,12733.0,PRT,5
Peru,2020-05-11,67307.0,1889.0,1918.0,PER,5
Iceland,2020-05-11,1801.0,10.0,578.0,ISL,5
Bahrain,2020-05-11,4941.0,8.0,6751.0,BHR,5
Greece,2020-05-11,2716.0,151.0,486.0,GRC,5
Nepal,2020-05-11,120.0,0.0,911.0,NPL,5
Guatemala,2020-05-11,1052.0,26.0,211.0,GTM,5
Iraq,2020-05-11,2767.0,109.0,2548.0,IRQ,5
Canada,2020-05-11,68848.0,4871.0,24109.0,CAN,5
Romania,2020-05-11,15362.0,952.0,5470.0,ROU,5
Paraguay,2020-05-11,713.0,10.0,709.0,PRY,5
Togo,2020-05-11,174.0,11.0,184.0,TGO,5
Thailand,2020-05-11,3015.0,56.0,5759.0,THA,5
Mexico,2020-05-11,48495.0,3465.0,6886.0,MEX,5
Mauritania,2020-05-11,8.0,1.0,6.0,MRT,5
Zambia,2020-05-11,267.0,7.0,286.0,ZMB,5
Czech Republic,2020-05-11,8123.0,280.0,7809.0,CZE,5
Senegal,2020-05-11,1709.0,19.0,917.0,SEN,5
Norway,2020-05-11,8099.0,217.0,4397.0,NOR,5
Denmark,2020-05-11,10429.0,519.0,16448.0,DNK,5
Jamaica,2020-05-11,502.0,9.0,0.0,JAM,5
Zimbabwe,2020-05-11,36.0,4.0,726.0,ZWE,5
Belgium,2020-05-11,54241.0,8667.0,11055.0,BEL,5
Saudi Arabia,2020-05-11,39048.0,246.0,15005.0,SAU,5
United States,2020-05-11,1329799.0,79528.0,316497.0,USA,5
Bulgaria,2020-05-11,1965.0,91.0,403.0,BGR,5
Italy,2020-05-11,219070.0,30560.0,40740.0,ITA,5
Iran,2020-05-11,107603.0,6640.0,0.0,IRN,5
United Kingdom,2020-05-11,208391.0,31392.0,67116.0,GBR,5
Belgium,2020-05-12,54717.0,8732.0,20515.0,BEL,5
Cuba,2020-05-12,1783.0,77.0,1972.0,CUB,5
United Kingdom,2020-05-12,210720.0,31579.0,72368.0,GBR,5
Zimbabwe,2020-05-12,37.0,4.0,460.0,ZWE,5
Bulgaria,2020-05-12,1990.0,93.0,1079.0,BGR,5
Malawi,2020-05-12,57.0,3.0,0.0,MWI,5
Turkey,2020-05-12,139771.0,3841.0,37351.0,TUR,5
Nigeria,2020-05-12,4641.0,150.0,1340.0,NGA,5
Australia,2020-05-12,6948.0,97.0,22808.0,AUS,5
Canada,2020-05-12,69981.0,4993.0,23939.0,CAN,5
Madagascar,2020-05-12,186.0,0.0,0.0,MDG,5
Thailand,2020-05-12,3015.0,56.0,6785.0,THA,5
Sweden,2020-05-12,27302.0,3688.0,0.0,SWE,5
Chile,2020-05-12,30063.0,323.0,9283.0,CHL,5
Finland,2020-05-12,5984.0,271.0,4055.0,FIN,5
Ethiopia,2020-05-12,250.0,5.0,2424.0,ETH,5
Iran,2020-05-12,109286.0,6685.0,0.0,IRN,5
Greece,2020-05-12,2726.0,151.0,6691.0,GRC,5
Myanmar,2020-05-12,180.0,6.0,240.0,MMR,5
Hungary,2020-05-12,3313.0,425.0,2554.0,HUN,5
Jamaica,2020-05-12,505.0,9.0,0.0,JAM,5
Colombia,2020-05-12,11613.0,479.0,6805.0,COL,5
Israel,2020-05-12,16506.0,258.0,7538.0,ISR,5
Czech Republic,2020-05-12,8176.0,282.0,8755.0,CZE,5
Zambia,2020-05-12,267.0,7.0,368.0,ZMB,5
Mozambique,2020-05-12,103.0,0.0,192.0,MOZ,5
Bangladesh,2020-05-12,15691.0,239.0,6773.0,BGD,5
El Salvador,2020-05-12,998.0,18.0,1905.0,SLV,5
Nepal,2020-05-12,134.0,0.0,1155.0,NPL,5
Japan,2020-05-12,15874.0,643.0,0.0,JPN,5
Slovenia,2020-05-12,1461.0,102.0,1147.0,SVN,5
Iceland,2020-05-12,1801.0,10.0,284.0,ISL,5
Philippines,2020-05-12,11086.0,726.0,8512.0,PHL,5
France,2020-05-12,139519.0,26643.0,0.0,FRA,5
Togo,2020-05-12,181.0,11.0,480.0,TGO,5
Portugal,2020-05-12,27679.0,1144.0,16543.0,PRT,5
India,2020-05-12,70756.0,2293.0,85891.0,IND,5
Vietnam,2020-05-12,288.0,0.0,0.0,VNM,5
Uruguay,2020-05-12,711.0,19.0,0.0,URY,5
Mauritania,2020-05-12,8.0,1.0,12.0,MRT,5
Uganda,2020-05-12,122.0,0.0,0.0,UGA,5
Saudi Arabia,2020-05-12,41014.0,255.0,14574.0,SAU,5
Sri Lanka,2020-05-12,869.0,9.0,1078.0,LKA,5
Libya,2020-05-12,64.0,3.0,100.0,LBY,5
Jordan,2020-05-12,562.0,9.0,0.0,JOR,5
Dominican Republic,2020-05-12,10634.0,393.0,1792.0,DOM,5
Oman,2020-05-12,3574.0,17.0,0.0,OMN,5
Paraguay,2020-05-12,724.0,10.0,762.0,PRY,5
Peru,2020-05-12,68822.0,1961.0,2197.0,PER,5
Kenya,2020-05-12,700.0,33.0,978.0,KEN,5
Costa Rica,2020-05-12,801.0,7.0,73.0,CRI,5
Kuwait,2020-05-12,9286.0,65.0,0.0,KWT,5
Senegal,2020-05-12,1886.0,19.0,1099.0,SEN,5
Poland,2020-05-12,16326.0,811.0,15722.0,POL,5
Italy,2020-05-12,219814.0,30739.0,67003.0,ITA,5
Indonesia,2020-05-12,14265.0,991.0,3370.0,IDN,5
Algeria,2020-05-12,5891.0,507.0,0.0,DZA,5
Malaysia,2020-05-12,6726.0,109.0,0.0,MYS,5
Pakistan,2020-05-12,32081.0,706.0,10957.0,PAK,5
Croatia,2020-05-12,2196.0,91.0,1409.0,HRV,5
Switzerland,2020-05-12,30261.0,1542.0,5566.0,CHE,5
New Zealand,2020-05-12,1147.0,21.0,7495.0,NZL,5
Guatemala,2020-05-12,1114.0,26.0,396.0,GTM,5
South Africa,2020-05-12,10652.0,206.0,13630.0,ZAF,5
Ireland,2020-05-12,23135.0,1467.0,6138.0,IRL,5
United States,2020-05-12,1347916.0,80684.0,412791.0,USA,5
Ecuador,2020-05-12,29509.0,2145.0,2250.0,ECU,5
Namibia,2020-05-12,16.0,0.0,0.0,NAM,5
Norway,2020-05-12,8106.0,224.0,4794.0,NOR,5
